okved,cluster
TMEM265,0
CCDC188,0
ACTL9,0
OC90,0
DRGX,0
RNASE12,0
OR2A4,0
FAM24A,0
DAZ1,0
PSKH2,0
TECTB,0
BOD1L2,0
CGB5,0
MRGPRD,0
TRIM43B,0
KRTAP4-8,0
BLID,0
DAZ2,0
MRGPRX3,0
DEFB132,0
ZNF705D,0
TGM7,0
LRRC30,0
GPR152,0
TOPAZ1,0
XAGE3,0
KRTAP10-9,0
XAGE1B,0
SAXO1,0
BPIFA2,0
GLT6D1,0
RNF113B,0
LCN6,0
CBY3,0
KRT26,0
CSAG1,0
ARSH,0
ASB17,0
PATE2,0
HSFY2,0
SLC22A24,0
URAD,0
SSX4,0
RTP2,0
GOLGA8F,0
OR51B5,0
SULT6B1,0
NBPF4,0
DAZ4,0
GPR33,0
LYZL2,0
GAB4,0
DYTN,0
SCP2D1,0
OR8A1,0
OTOL1,0
NBPF6,0
TMCO2,0
KRT82,0
MCCD1,0
CGB8,0
CEACAM18,0
DCANP1,0
BECN2,0
SPATA31D4,0
TMEM207,0
TERB1,0
FTHL17,0
SPANXA1,0
VCX3A,0
LRRC3C,0
PRSS54,0
TEX38,0
HTR3C,0
OBP2B,0
OR51B4,0
DEFB129,0
PAGE5,0
TBC1D3L,0
WFDC13,0
TMEM202,0
TRB,0
PPIAL4D,0
DUXA,0
OOSP1,0
C1QTNF8,0
FAM187A,0
CBLL2,0
MAGEA2B,0
KRTAP4-9,0
TRIM43,0
RBMXL3,0
IQCF1,0
OOSP2,0
KRTAP5-3,0
KRTAP8-1,0
FOXD4L4,0
DAZ3,0
ANKRD60,0
PRAMEF1,0
CSAG3,0
TBC1D3G,0
CFC1B,0
TAS2R39,0
FABP9,0
KRTAP17-1,0
SPACA7,0
OR8G5,0
PRSS38,0
POTEB,0
ZCCHC13,0
FOXD4L5,0
TMEM239,0
PRAMEF18,0
URGCP-MRPS24,0
NCBP2L,0
SPATA31C2,0
LGTN,0
CCER1,0
GOLGA6L2,0
OR1L6,0
KRTAP5-5,0
PIWIL3,0
OR2B3,0
XKR3,0
TMEM95,0
CLEC2A,0
CST11,0
GFRAL,0
SPATA31D1,0
GGTLC3,0
FOXD4L3,0
XAGE2,0
OR51I2,0
MAGEB18,0
KRT39,0
SPANXD,0
FXYD6-FXYD2,0
KRTAP9-2,0
WFDC9,0
TAS2R60,0
PRR32,0
KRTAP4-1,0
CATSPERZ,0
TOMT,0
FRG2,0
OR13F1,0
ITIH6,0
PRAMEF19,0
TPRX1,0
MAS1L,0
OR10A5,0
TEX37,0
OR51M1,0
SCGB1C2,0
KRTAP10-4,0
OR4D9,0
FDCSP,0
OR4K2,0
OR52D1,0
TP53TG3,0
UGT2A2,0
CCDC200,0
SPATA31E1,0
SPATA31A1,0
KRTAP4-6,0
XAGE1A,0
TAAR9,0
IZUMO1R,0
RNASE9,0
BPIFB4,0
OR5T1,0
PRAMEF6,0
MAGEA9,0
OR51V1,0
DCAF8L2,0
PRAMEF15,0
TAAR6,0
SCGB1D4,0
OR10R2,0
KRTAP9-3,0
CCDC105,0
RGS21,0
KRTAP9-6,0
PRSS58,0
OR10A4,0
RNASE13,0
EFCAB9,0
RHOXF2B,0
KRTAP3-3,0
CSTL1,0
KRTAP13-1,0
KRTAP11-1,0
ACTRT1,0
DEFB114,0
DEFB119,0
AADACL4,0
OR5W2,0
PRAMEF4,0
MBD3L3,0
OR56A1,0
OR1N2,0
TAS2R42,0
MROH9,0
KRTAP4-2,0
FAM9A,0
OR8B8,0
KRTAP19-1,0
OR10K1,0
STPG3,0
HTR3E,0
OR6S1,0
OR2K2,0
TP53TG3B,0
OR2D2,0
POTEA,0
KRTAP4-12,0
PRR27,0
ZNF679,0
BAGE4,0
WFDC11,0
KRTAP21-1,0
USP17L20,0
OR5V1,0
OR1L4,0
KRTAP19-3,0
IQCF5,0
OR4A47,0
FOXD4L6,0
GPHB5,0
TEX52,0
ELOA2,0
MUC22,0
SLC2A7,0
GAGE2E,0
FAM47B,0
USP17L11,0
SPINT4,0
CPXCR1,0
ZNF479,0
OR1S2,0
OR4D1,0
AQP12B,0
RHOXF2,0
DPRX,0
SPATA31C1,0
PRAMEF14,0
TBC1D3D,0
PRAMEF20,0
MAJIN,0
KLRF2,0
TEX33,0
CCDC185,0
OR10G3,0
KRTAP5-4,0
OR51B6,0
OR51T1,0
PRR23A,0
MAGEB6,0
SSX4B,0
OR56A5,0
MS4A13,0
MAGEB10,0
OR14J1,0
NBPF26,0
GLYATL3,0
TAAR8,0
SSMEM1,0
DEFB123,0
GAGE12C,0
OR7G2,0
HSFX1,0
OR1B1,0
TGIF2LX,0
PPIAL4C,0
OR56A4,0
LEXM,0
MRGPRG,0
IQCF2,0
KRTAP9-4,0
TAS2R41,0
LEUTX,0
SPANXA2,0
OR2Y1,0
GAGE2A,0
TMEM210,0
GSTT4,0
BAGE5,0
PATE1,0
RD3L,0
FAM47A,0
KRTAP7-1,0
OR52B6,0
PRR23C,0
PRAMEF2,0
MRGPRX4,0
OR4N4,0
OR2AG1,0
PAGE2,0
OR2D3,0
RNASE8,0
PRAC2,0
BAGE3,0
GJE1,0
OR5P2,0
TMEM249,0
PRR23B,0
OR51I1,0
OR2AT4,0
ZNF705G,0
TBC1D3K,0
ADGRG4,0
SPATA31A5,0
SPANXN4,0
OR2AK2,0
CSAG2,0
BSPH1,0
GAGE8,0
OR2B11,0
OR1Q1,0
OR13D1,0
SPATA31A3,0
DEFB105A,0
RBMY1B,0
SPATA31D3,0
DEFB121,0
TAS2R40,0
ZNF727,0
LCN9,0
OR10J5,0
LIMS4,0
PYDC2,0
OR1K1,0
KRTAP12-4,0
OR2AE1,0
IGL,0
CLDN24,0
GPR148,0
NT5C1B-RDH14,0
OR8D2,0
OR56B1,0
OR5T3,0
DCAF8L1,0
TEX36,0
FRG2B,0
CT83,0
OR13H1,0
OR2T3,0
IZUMO3,0
BPIFB6,0
ERVV-1,0
DEFB115,0
SPDYE4,0
TSPY3,0
OR8B12,0
DEFB125,0
OR2L2,0
OR8G1,0
OR51B2,0
OR10W1,0
VCY,0
OR52K1,0
OR52H1,0
PRAMEF7,0
SPANXN1,0
OR4K5,0
OR6B1,0
DEFB108B,0
OR10A3,0
FAM47C,0
OR51Q1,0
KRTAP4-4,0
AQP12A,0
USP17L7,0
OPN1MW2,0
KRTAP10-10,0
GOLGA6L22,0
GTF2H2C_2,0
CST9L,0
DEFB127,0
HSFY1,0
CDY2A,0
OR1S1,0
OR2V2,0
HSFX2,0
USP17L18,0
HTR3D,0
OR10K2,0
OR6C65,0
CCDC182,0
ZNF511-PRAP1,0
OR51F2,0
ERVV-2,0
SMIM21,0
XAGE5,0
GAGE12G,0
GRXCR2,0
KRTAP24-1,0
GAGE12F,0
OR5A2,0
OR52B2,0
OR8B4,0
GAGE12E,0
OR5A1,0
KRTAP12-1,0
TSPY4,0
OR51G1,0
OR1M1,0
KRTAP19-6,0
BPIFB3,0
KRTAP15-1,0
USP17L22,0
KRTAP16-1,0
OR10Z1,0
OR6K6,0
VN1R2,0
CLRN2,0
LRRC53,0
OR6B3,0
OR2M4,0
OR4C13,0
OR4A5,0
OR2T1,0
OR2L8,0
PRAMEF22,0
OR4C12,0
SLC35G4,0
TRPC5OS,0
DEFB116,0
OR4C3,0
KRTAP6-1,0
OR10V1,0
OR11H4,0
KRTAP2-2,0
USP17L15,0
MGAT4D,0
DEUP1,0
TGIF2LY,0
OR6Y1,0
OR5P3,0
OR10H4,0
OR8K1,0
OR4C15,0
IFNL4,0
BUB1B-PAK6,0
MAGEA9B,0
TDRD15,0
OR4D11,0
OR1J1,0
DEFB128,0
CCDC179,0
OR4C46,0
OR2Z1,0
OR2T8,0
KRTAP26-1,0
OR6C3,0
OR5B12,0
TBC1D3E,0
OR13G1,0
OR2A14,0
OR5L2,0
OR4M2,0
OR1D5,0
POTEB2,0
TCP11X2,0
TBC1D3I,0
USP17L13,0
OR8D1,0
OR5C1,0
OR2G3,0
RBMY1F,0
OR14I1,0
OR4M1,0
MEIKIN,0
PATE3,0
FANCD2OS,0
KRTAP10-11,0
ANHX,0
OR4K1,0
USP17L10,0
USP17L21,0
OR5T2,0
OR5AP2,0
KRTAP9-8,0
KRTAP22-2,0
RBAK-RBAKDN,0
OR9A2,0
OR6C6,0
NLRP2B,0
TMEM247,0
OR4Q3,0
PRAMEF25,0
TERB2,0
EPPIN-WFDC6,0
PANO1,0
OR10T2,0
OR6C75,0
KRTAP4-11,0
USP17L24,0
OR6P1,0
TEX44,0
OR10S1,0
OR4D5,0
OR10Q1,0
OR52N2,0
CCDC192,0
GAGE12I,0
SERPINA2,0
GAGE12J,0
OR13C3,0
OR9Q2,0
OR1C1,0
KRTAP9-1,0
DEFB104A,0
OR52W1,0
OR1I1,0
OR52K2,0
PAGE3,0
OR5B21,0
OR1J4,0
TRIM64B,0
OR1D4,0
KRTAP10-1,0
NKX1-1,0
OR13C8,0
DEFB112,0
OR52A5,0
SPANXN2,0
TSPY10,0
OR2T11,0
GOLGA6L1,0
MBD3L5,0
OR10H5,0
DEFB136,0
KRTAP4-16,0
PRR20A,0
NANOGNB,0
KRTAP6-3,0
OR2AG2,0
PRAMEF13,0
DEFB134,0
KRTAP27-1,0
TP53TG3C,0
RFPL4AL1,0
OR10G7,0
OR2M7,0
UBTFL1,0
GAGE12H,0
OR10A2,0
OR4X1,0
OR4X2,0
OR10D3,0
SPANXN5,0
OR4D2,0
OR13C4,0
OR4C16,0
OR6Q1,0
OR1J2,0
PRAMEF9,0
OR6F1,0
USP17L12,0
KRTAP10-7,0
NR1I4,0
TEX49,0
TEX43,0
OR52I1,0
OR2A5,0
MBD3L4,0
OR5AC2,0
CDY1B,0
OR10A7,0
KRTAP23-1,0
OR51D1,0
OR5AU1,0
KRTAP5-11,0
OR11H12,0
OR4C5,0
ZNF735,0
OR6B2,0
GAGE13,0
OR6N2,0
KRTAP2-1,0
TMEM244,0
KRTAP13-2,0
OR8H2,0
ZNF723,0
GAGE12D,0
RBMY1E,0
OR52L1,0
OR5AK2,0
OR4K15,0
OR6K2,0
RNF212B,0
TRIM39-RPP21,0
IQCF6,0
SEPTIN12,0
OR7D4,0
OR52B4,0
OR4C6,0
OR10G2,0
OR2T33,0
IQCA1L,0
DEFB106A,0
GAGE5,0
OR9K2,0
PPIAL4E,0
OR51S1,0
OR8I2,0
OR4S1,0
OR10A6,0
OR2T27,0
OR2A2,0
DUXB,0
OR51L1,0
OR52I2,0
SPINK14,0
KRTAP10-5,0
KRTAP19-5,0
OR7G3,0
SPDYE17,0
SPATA31A7,0
OR4F3,0
KRTAP12-2,0
OR11H1,0
KRTAP21-3,0
OR6T1,0
SPATA31A6,0
MS4A18,0
OR2T4,0
OR5AR1,0
OR6C2,0
OR14A2,0
OR11L1,0
LACTBL1,0
OR52E2,0
OR1N1,0
OR4E2,0
OR1L1,0
OR9G1,0
OR6K3,0
OR5F1,0
OR10X1,0
OR5M11,0
OR5B2,0
OR2A25,0
OR4A15,0
USP17L26,0
C1GALT1C1L,0
H1-7,0
TP53TG3F,0
OR51A7,0
OR5L1,0
DEFB110,0
TRIM49B,0
OR6M1,0
OR2L3,0
DEFB135,0
KRTAP19-8,0
NPIPB2,0
TRG,0
OR13C5,0
OR4K17,0
OR5K2,0
KRTAP5-6,0
OR10P1,0
OR1L3,0
OR2M2,0
TSPY2,0
OR2G2,0
KRTAP4-5,0
CDY2B,0
SPDYE11,0
OR52M1,0
OR2T10,0
OPRPN,0
OR5K1,0
OR8D4,0
TRIM49D1,0
NUTM2F,0
SPANXN3,0
LRRC72,0
OR5B3,0
OR51G2,0
USP17L17,0
USP17L19,0
OR4L1,0
OR2M5,0
OR51F1,0
OR4F15,0
TRIM64C,0
PRR20E,0
USP17L25,0
TEX51,0
OR52E4,0
OR6C76,0
RBMY1J,0
TEX54,0
OR4B1,0
OR6N1,0
OR4N5,0
OR51A4,0
OR4F21,0
GAGE7,0
PEAK3,0
KRTAP10-3,0
USP17L27,0
KRTAP21-2,0
OR14K1,0
OR56A3,0
OR4D10,0
OR2A42,0
OR52N1,0
RBMY1D,0
PPP1R2C,0
OR2T34,0
VN1R5,0
OR52E6,0
OR11G2,0
KRTAP4-3,0
KIR2DL5B,0
USP17L28,0
P3R3URF,0
OR5AS1,0
KRTAP12-3,0
OR2T2,0
OR2T35,0
CLEC19A,0
OR2L5,0
TAS2R45,0
VCY1B,0
DEFB104B,0
LGALS16,0
SPEM2,0
OR4K13,0
USP17L29,0
CT47A12,0
OR8H1,0
OR10AG1,0
KRTAP10-2,0
OR8H3,0
OR2T12,0
OR9I1,0
OR4D6,0
KRTAP20-2,0
KRTAP10-8,0
OR52N5,0
PPIAL4F,0
CT47A11,0
USP17L30,0
GIMD1,0
OR5M3,0
OR52E8,0
OR2J1,0
MAGEB5,0
OR5AN1,0
KRTAP25-1,0
TNFAIP8L2-SCNM1,0
OR5B17,0
OR6V1,0
USP17L4,0
TMEM269,0
CT45A10,0
OR4K14,0
OR4P4,0
OR52R1,0
OR2T6,0
OR8B2,0
KRTAP10-6,0
PRR20B,0
OR14C36,0
OR8U1,0
CDRT15L2,0
OR4A16,0
TMEM238L,0
OR4F6,0
OR5H1,0
OR13C9,0
KRTAP10-12,0
OR6C70,0
TSPY8,0
PRR20C,0
OR2G6,0
TEX13D,0
OR9A4,0
KRTAP6-2,0
FAM166C,0
OR8K3,0
OR2V1,0
CLPSL1,0
OR5K4,0
PRAMEF26,0
DEFB107B,0
OR11H6,0
OR7G1,0
OR8K5,0
OR5D16,0
OR4C45,0
OR4F29,0
OR8J3,0
CBLIF,0
BPY2C,0
VN1R4,0
OR2M3,0
OR8J1,0
KRTAP20-3,0
CT47B1,0
PRR20D,0
OR6X1,0
OR51A2,0
OR2T5,0
PRY2,0
GAGE12B,0
OR5H6,0
DEFB107A,0
SMIM23,0
OR5J2,0
OR14A16,0
OR13C2,0
HTD2,0
GAGE2C,0
DEFB105B,0
OR4C11,0
OR2A12,0
ZSCAN5C,0
CT47A7,0
DEFB106B,0
OR5D14,0
OR5M8,0
OR10G4,0
GAGE2B,0
OR5D13,0
OR4F5,0
OR4F16,0
SLURP2,0
KRTAP1-4,0
OR10G9,0
DEFB113,0
OR5K3,0
OR5D18,0
GAGE4,0
KRTAP13-4,0
OR5M10,0
KRTAP20-4,0
SMIM31,0
USP17L23,0
PPP4R3C,0
OR52E5,0
OR8B3,0
OR5H14,0
TRD,0
USP17L1,0
KRTAP19-4,0
KRTAP19-7,0
ANKRD40CL,0
TRIM49D2,0
TEX13C,0
OR6C74,0
CT47A1,0
OR5H2,0
OPN1MW3,0
TRIM64,0
STPG4,0
OR5M1,0
TMEM270,0
GAGE6,0
OR6C4,0
OR4F17,0
CD8B2,0
CT47A2,0
H2BW2,0
IHO1,0
SDIM1,0
TP53TG3E,0
ETDC,0
GAGE2D,0
OR2T7,0
OR4S2,0
BPY2B,0
PRR23D1,0
PRAMEF27,0
OR52J3,0
OR5H15,0
RBMY1C,0
POTEB3,0
MARCHF10,0
NPY4R2,0
BOLA2-SMG1P6,0
OR5M9,0
OR51C1P,0
DUX3,0
OR9G4,0
OR6C68,0
OR8U8,0
OR10G8,0
MPC1L,0
NPIPB12,0
CLEC20A,0
PRR21,0
OR11H2,0
IQCM,0
OR2T29,0
TRIM75,0
CYP3A7-CYP3A51P,0
CBY2,0
KRTAP9-7,0
SMIM9,0
OR2AJ1,0
G6PC1,0
CALHM4,0
OR9G9,0
TMEM271,0
KRTAP13-3,0
MYL12BP2,0
BLACAT1,0
DEFB109B,0
KLF18,0
H2AB1,0
USP17L3,0
ATXN8,0
ZNF705B,0
MYOCOS,0
KRTAP19-2,0
PPDPFL,0
H1-6,0
MEIOSIN,0
DNAAF6,0
OR4E1,0
OR6C1,0
CT45A8,0
TEX45,0
APOBEC3A_B,0
DYNLT4,0
USP17L8,0
SEA,0
CT45A9,0
OR2B8P,0
TEX55,0
H2AB2,0
TLE7,0
CT47A6,0
PRR23D2,0
SPDYE18,0
TGIF2-RAB5IF,0
H1-8,0
NPIPA9,0
PVALEF,0
OR6J1,0
TPTEP2-CSNK1E,0
OR2AP1,0
VN1R3,0
SMIM32,0
OR10J4,0
CCDC194,0
CT47A5,0
GVQW3,0
MAP1LC3BP1,0
GSG1L2,0
PLAAT2,0
CT45A7,0
CCDC197,0
TEX46,0
SPACA5B,0
H3-4,0
H2BC1,0
DUX5,0
KRTAP20-1,0
KRTAP22-1,0
OR8G3P,0
CT47A4,0
CT47A3,0
OR10G6,0
CFAP97D2,0
TUBB8B,0
CT47A10,0
OR10AC1,0
CT47A9,0
TEX50,0
TCP11X1,0
TEX53,0
CCDC196,0
PABIR3,0
CT47A8,0
TENT5D,0
H2AB3,0
MARCOL,0
DUSP29,0
EEF1AKMT4-ECE2,0
OR4K3,0
TRAP,0
SEPTIN14,0
KRTAP29-1,0
HSFX3,0
SMIM36,0
PMIS2,0
RAB6D,0
H2BW1,0
OR14L1P,0
OR4Q2,0
PRRT1B,0
DEFB131A,0
LLCFC1,0
OR8U9,0
OR56B2P,0
OR5BS1P,0
BCLAF1P2,0
SCPPPQ1,0
FAM236C,0
SMIM41,0
TEX48,0
SHLD3,0
CCNP,0
FAM236A,0
ETDB,0
FAM240A,0
HSFX4,0
DEFB130A,0
EXOC1L,0
ARMH2,0
OR5AL1,0
LY6L,0
GATD3,0
H4C7,0
EDDM13,0
PPIAL4H,0
OOSP3,0
OR52E1,0
FAM236B,0
GLYATL1B,0
LITAFD,0
SMIM33,0
CNTNAP3C,0
TMEM275,0
GOLGA6L7,0
OR8J2,0
OR1R1P,0
SLX9,0
DEFB130B,0
TLCD4-RWDD3,0
CCDC195,0
MAGEB6B,0
MBD3L2B,0
OR12D1,0
FAM237B,0
FMC1-LUC7L2,0
VSIG10L2,0
H2AP,0
ETDA,0
PERCC1,0
PYDC5,0
SPRR5,0
FAM240B,0
NPSA,0
DSTNP4,0
NOTCH2NLB,0
REELD1,0
FAM90A10,0
PNMA6E,0
CFAP95,0
PEPC,0
B3GALT9,0
SMIM40,0
RAMACL,0
LIPB,0
PRAMEF33,0
ZNF664-RFLNA,0
SPEM3,0
UPK3BL2,0
FAM237A,0
CD300H,0
DERPC,0
PNMA6F,0
ZNF660-ZNF197,0
FAM90A7,0
NOTCH2NLR,0
CRYZL2P-SEC16B,0
OCTN3,0
CCDC201,0
SMIM45,0
OR9H1P,0
CFAP107,0
H3Y1,0
CPHXL,0
TBC1D7-LOC100130357,0
ERV3-1-ZNF117,0
TAF11L14,0
OR8U3,0
FAM90A9,0
PHB1,0
DEFB131B,0
GNG14,0
TAF11L12,0
SMIM34,0
FAM90A8,0
PEPB,0
OR5D3P,0
GBA1,0
CMKLR2,0
DPEP2NB,0
PRR20G,0
SPDYE15,0
OR4N4C,0
FAM236D,0
SMIM28,0
FOXL3,0
TBCEL-TECTA,0
NALF2,0
PPIAP59,0
FAM90A19,0
CP20,0
HLA-DQB3,0
PRO2268,0
NALF1,0
MMP24-AS1-EDEM2,0
ZNF593OS,0
H3Y2,0
FAM90A18,0
PEPE,0
PTPRZ2,0
BMAL1,0
PALS1,0
GOLGA6L19,0
ERVFC1,0
PRH1-TAS2R14,0
SETDB2-PHF11,0
SPDYE21,0
FAM90A14,0
KDM4F,0
CTXND2,0
SPEGNB,0
CNPY3-GNMT,0
ZNF765-ZNF761,0
LYNX1-SLURP2,0
TAF11L2,0
SPDYE14,0
SPDYE9,0
GREP1,0
METTL25B,0
YJU2B,0
MSANTD5,0
GET1-SH3BGR,0
OOSP4B,0
SCYGR10,0
SMIM39,0
DUS4L-BCAP29,0
NTMT2,0
FABP1,1
GSTA3,1
OPRM1,1
IBSP,1
PIK3R2,1
MOGAT2,1
FOXA2,1
SPP2,1
PAX2,1
CGA,1
UGT1A6,1
FGF23,1
HNF1A,1
HTR2C,1
TFF1,1
OTX2,1
CRH,1
TM4SF4,1
HAND1,1
AKR1D1,1
NEUROD1,1
DRD3,1
CDX2,1
PDX1,1
CASR,1
CHAT,1
B3GNT3,1
IL12B,1
ONECUT1,1
ZIC3,1
CREB3L3,1
HOXA11,1
WNT3A,1
APOA4,1
GBX2,1
VIL1,1
BDKRB2,1
NPFFR1,1
FOXD1,1
APOBEC1,1
OPRD1,1
AGTR2,1
KRT20,1
POU4F2,1
IRS4,1
SIGLEC5,1
TUBA3C,1
MAGEA3,1
TBX4,1
CACNG2,1
NEUROG3,1
HOXD10,1
USH1C,1
PRKACG,1
FABP2,1
FEV,1
FSHR,1
HOXA9,1
HOXA4,1
HOXD13,1
DMP1,1
AKAP4,1
MOS,1
HTR1A,1
PAX7,1
MYOD1,1
PCDHGB5,1
HOXC13,1
MUC13,1
UMOD,1
FGF21,1
IL21,1
SLC4A5,1
FGF3,1
UCP1,1
SOX1,1
NKX6-1,1
PRKN,1
SLIT1,1
TMEM212,1
IFNA1,1
CRX,1
PHOX2B,1
ACTL8,1
F2RL2,1
RAG2,1
NECTIN1,1
CA5A,1
GABRG3,1
SERPINA6,1
ANXA8,1
ADAMDEC1,1
JAML,1
MOGAT1,1
HOXC5,1
GCNT3,1
KCNV1,1
SOX3,1
GJD2,1
SCN10A,1
KCNJ13,1
KLRK1,1
IL22,1
SPIB,1
PDYN,1
TMPRSS4,1
SLC13A2,1
NR2E1,1
SCGB2A1,1
INSL6,1
KCNA6,1
MYOG,1
CHRNA6,1
LBX1,1
FGF16,1
FUT3,1
NPHS2,1
GCG,1
FGF6,1
AQP2,1
MTNR1B,1
CHRNA9,1
NEUROD2,1
LTC4S,1
SLC10A2,1
MAGEA6,1
POU3F4,1
CCT8L2,1
MC2R,1
NKX3-2,1
PAX1,1
OR7C1,1
ZIC5,1
POU4F3,1
CYLC1,1
GNG13,1
ADGRL3,1
HOXB13,1
BFSP2,1
LHX5,1
NEUROD4,1
UGT1A10,1
SIM1,1
IFNA6,1
SALL3,1
GRP,1
MAS1,1
GPR50,1
CHRNB3,1
HHLA1,1
HLA-DRB4,1
CDSN,1
IL3,1
SLC34A1,1
NKX2-2,1
HSPB2,1
DGKK,1
SLC17A6,1
PRSS2,1
SCTR,1
ZNF358,1
CRLF2,1
FGF4,1
FSHB,1
GLRA2,1
PRSS1,1
TCL1A,1
SP8,1
MTNR1A,1
MYF5,1
TBX20,1
YY2,1
SLC18A3,1
HCAR2,1
LIME1,1
NEUROG1,1
SLC6A19,1
ZFP42,1
HOXD11,1
MC4R,1
SOST,1
TRPC7,1
SLC17A4,1
GABRA6,1
SAG,1
SLC22A12,1
POU1F1,1
TRIM15,1
KERA,1
KCNN1,1
TBX10,1
RXFP3,1
DMRT1,1
CACNG3,1
ZBTB8B,1
PRDM9,1
SLC6A5,1
MC3R,1
DRD5,1
GUCA2B,1
GHSR,1
GDF3,1
PRDM14,1
GPR27,1
FOXB1,1
RPE65,1
MMD2,1
MOGAT3,1
PCDHB1,1
UNC5D,1
KLHL1,1
ZNF747,1
CDH7,1
CHST5,1
FOXI1,1
RBMXL2,1
TRIM10,1
ATP1B4,1
CLPS,1
LRTM1,1
HLA-DRB3,1
HCRT,1
P2RX3,1
NXPH1,1
SLC6A18,1
TACR3,1
KISS1,1
GUCA1A,1
SLC17A2,1
SLC22A8,1
GPR25,1
GIP,1
IL23R,1
RAX,1
NEUROG2,1
GPR21,1
CDH9,1
PSG3,1
SRY,1
THTPA,1
GUCA2A,1
GJA9,1
PSG1,1
REG3A,1
PNLIPRP1,1
PHOX2A,1
HDAC10,1
PBOV1,1
PADI3,1
SLC32A1,1
RIT2,1
ATP6V0D2,1
UGT2A3,1
REG1A,1
NEMP1,1
MIA2,1
ADAM18,1
CST1,1
FUT6,1
CETN1,1
GDF2,1
RGS8,1
SSTR4,1
HSD3B1,1
TNFAIP8L2,1
CST8,1
CLRN3,1
ZG16,1
ENTPD8,1
HCAR3,1
GNGT1,1
IAPP,1
BRINP1,1
IFNA10,1
FGF19,1
PNLIP,1
DSPP,1
SOX14,1
RBP2,1
ATOH1,1
EVX1,1
NYX,1
CNTF,1
LRRTM2,1
HCRTR2,1
CEACAM7,1
SHOX,1
MORC1,1
CABP5,1
TNP2,1
IFNA21,1
ARHGAP8,1
USP29,1
SPACA1,1
LHX3,1
